rank,title,studio,gross,year
11985,The Informant,MBox,"$10,068",2013
11986,Kedma,Kino,"$10,067",2003
11987,Come Undone (2010),FM,"$10,035",2010
11988,Starry Starry Night,CL,"$10,033",2012
11989,Circle,Indic.,"$10,024",2010
11990,Arjun: The Warrior Prince,UTV,"$10,017",2012
11991,"Hugh Hefner: Playboy, Activist and Rebel",P4,"$10,000",2010
11992,The Do-Deca-Pentathlon,RF,"$10,000",2012
11993,Happy Valley (2014),MBox,"$9,961",2014
11994,Act of God,Zeit.,"$9,955",2009
11995,Wild Tigers I Have Known,IFC,"$9,946",2007
11996,Nina's Heavenly Delights,Reg.,"$9,936",2007
11997,Solo Con Tu Pareja,IFC,"$9,915",2006
11998,Haunted Summer,Can.,"$9,911",1988
11999,If I Didn't Care,Elep.,"$9,902",2007
12000,Fix,Mang.,"$9,890",2009
12001,In the Name Of,FM,"$9,883",2013
12002,The Taxman,Pha.,"$9,871",1999
12003,Take Care of My Cat,Kino,"$9,866",2002
12004,A Screaming Man,FM,"$9,862",2011
12005,InchAllah (U.S. only),EOne,"$9,840",2013
12006,Camp X-Ray,IFC,"$9,837",2014
12007,Kabbalah Me,FRun,"$9,816",2014
12008,Down Terrace,Magn.,"$9,812",2010
12009,The River Within,InsL,"$9,811",2009
12010,Birth of the Living Dead,FRun,"$9,802",2013
12011,Cuba: Island of Music,Cn4,"$9,791",2004
12012,Marius,KL,"$9,781",2014
12013,Something to Cheer About,Truly,"$9,777",2007
12014,Post Mortem,KL,"$9,750",2012
12015,Welcome to the Punch,IFC,"$9,747",2013
12016,Stolen Moments,FRun,"$9,743",1998
12017,The Book of Life,Wells,"$9,740",1999
12018,Finding Home,Castle,"$9,736",2005
12019,It's the Rage,Silv.,"$9,730",2000
12020,The President's Last Bang,Kino,"$9,724",2005
12021,Antoine and Antoinette (2013 re-issue),Rialto,"$9,704",2013
12022,Brutal Beauty: Tales of the Rose City Rollers,CP,"$9,677",2010
12023,K2: Siren of the Himalayas,FRun,"$9,672",2014
12024,Anatomy,Sony,"$9,660",2000
12025,Endgame,Mont.,"$9,645",2009
12026,Virgin,AL,"$9,614",2004
12027,Macbeth,Truly,"$9,613",2007
12028,The Unknown Soldier,FRun,"$9,602",2007
12029,Requiem,IFC,"$9,600",2006
12030,Rec 3: Genesis,Magn.,"$9,600",2012
12031,Mammoth,IFC,"$9,580",2009
12032,On the Other Side of the Tracks,Wein.,"$9,572",2014
12033,Vito Bonafacci,CAVU,"$9,570",2011
12034,Blackballed: The Bobby Dukes Story,7F,"$9,528",2006
12035,Hotel Colonial,Orion,"$9,526",1987
12036,Open Season (1996),Leg.,"$9,481",1996
12037,Claire Dolan,NYer,"$9,480",2000
12038,In the House of Flies,PDF,"$9,480",2014
12039,El Bonaerense,Men.,"$9,470",2003
12040,Tru Loved,Reg.,"$9,467",2008
12041,The Sasquatch Gang,Scre.,"$9,458",2007
12042,Northern Lights (2013 re-release),APD/C,"$9,453",2013
12043,As Tears Go By,Kino,"$9,436",2008
12044,If I Were You,KL,"$9,432",2013
12045,I'll Sing for You,FRun,"$9,425",2004
12046,Zero Charisma,Trib.,"$9,417",2013
12047,Smiley Face,First,"$9,397",2007
12048,"L'Chayim, Comrade Stalin!",CGld,"$9,397",2003
12049,Two by Scorsese (re-issue),Kino,"$9,395",2005
12050,Primo Amore,Strand,"$9,392",2005
12051,Acts of Worship,Mnf.,"$9,377",2003
12052,Crazy Like a Fox,DFF,"$9,376",2006
12053,Radio Free Albemuth,Free,"$9,365",2014
12054,Young People Fucking,Blow.,"$9,359",2008
12055,The End of Love,Vari.,"$9,342",2013
12056,200 Cartas,VF,"$9,338",2013
12057,Milk and Honey,Wells,"$9,331",2005
12058,Better Mus' Come,AFFRM,"$9,318",2013
12059,Honeymoon,Magn.,"$9,318",2014
12060,Wonderful World,Magn.,"$9,309",2010
12061,Rolling Family,Palm,"$9,291",2006
12062,The City Dark,Argo.,"$9,269",2012
12063,Illusion,Slow,"$9,261",2006
12064,Crossing the Line,Kino,"$9,258",2007
12065,The Sacrament,Magn.,"$9,221",2014
12066,The Ledge,IFC,"$9,216",2011
12067,11 Flowers,FRun,"$9,213",2013
12068,Ghost Team One,TFA,"$9,195",2013
12069,Trouble Every Day (2013 re-release),FDesk,"$9,189",2013
12070,The Young Girl and the Monsoon,AL,"$9,186",2001
12071,Robert Blecker Wants Me Dead,Abr.,"$9,166",2009
12072,Call Me Kuchu,Cdgm.,"$9,124",2013
12073,Decoding Deepak,SF,"$9,100",2012
12074,Eight Days a Week,Leg.,"$9,090",1999
12075,Il Posto,Cow.,"$9,080",2002
12076,Out of the Past (1998),Zeit.,"$9,078",1998
12077,ABC Africa,NYer,"$9,075",2002
12078,Janky Promoters,TRR,"$9,069",2009
12079,Hi-Life,Lions,"$9,066",1998
12080,Living Life,FmC.,"$9,064",2005
12081,Tequila Body Shots,Hrtl,"$9,037",1999
12082,Clandestine Childhood,IFC,"$9,017",2013
12083,Art of Submission,PMP,"$9,004",2012
12084,Brotherhood (Broderskab),Olive,"$8,979",2010
12085,Slipstream,Strand,"$8,965",2007
12086,Big Words,AFFRM,"$8,965",2013
12087,Three Stars,FRun,"$8,942",2012
12088,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,Arth.,"$8,939",2007
12089,Corpo Celeste,FM,"$8,919",2012
12090,The Hawk,Castle,"$8,906",1993
12091,Imagining Argentina,Aren,"$8,899",2004
12092,White Elephant,Strand,"$8,884",2013
12093,Strike,L/Z,"$8,872",2007
12094,The Swenkas,7Art,"$8,860",2005
12095,Senorita Extraviada,Bal.,"$8,858",2003
12096,Special Treatment,FRun,"$8,856",2011
12097,Home Run Showdown,Imag.,"$8,824",2012
12098,The Cabinet of Dr. Caligari (2014 re-release),KL,"$8,811",2014
12099,Hell Baby,MNE,"$8,785",2013
12100,Blood and Concrete,IRS,"$8,780",1991
12101,Bounce: Behind the Velvet Rope,AL,"$8,779",2001
12102,Evil Remains,Scre.,"$8,747",2004
12103,Elite Squad,IFC,"$8,744",2008
12104,Only When I Dance,FM,"$8,738",2010
12105,Duet for One,Can.,"$8,736",1986
12106,How I Ended This Summer,FM,"$8,733",2011
12107,Closing Escrow,Magn.,"$8,719",2007
12108,The Man in the White Suit (2012 re-release),Rialto,"$8,718",2012
12109,I'm Glad My Mother is Alive,Strand,"$8,705",2011
12110,Man on a Mission,FRun,"$8,688",2012
12111,Without the King,FRun,"$8,663",2008
12112,Amexicano,Maya,"$8,655",2008
12113,Days and Nights,IFC,"$8,647",2014
12114,"Small, Beautiful Moving Parts",Long Shot,"$8,631",2012
12115,A Good Day to Be Black and Sexy,Magn.,"$8,629",2008
12116,Drama/Mex,IFC,"$8,628",2007
12117,Mosquita y Mari,TFC,"$8,614",2012
12118,General Education,PHP,"$8,601",2012
12119,G.I. Jesus,Cnv.,"$8,593",2007
12120,Kaena: The Prophecy,IDP,"$8,593",2004
12121,Lucky (2011),P4,"$8,564",2011
12122,The Mystery of Happiness,Strand,"$8,528",2014
12123,I Was a Jewish Sex Worker,Grey,"$8,526",1997
12124,The Quitter,OGP,"$8,512",2014
12125,Cartas a Elena,Free,"$8,511",2012
12126,Zero Day,Avat.,"$8,466",2003
12127,Another Happy Day,P4,"$8,464",2011
12128,Salvador Allende,Icar.,"$8,454",2007
12129,Goodbye Momo,Artma,"$8,453",2007
12130,The Snowtown Murders,IFC,"$8,452",2012
12131,Blind Date (2009),Vari.,"$8,449",2009
12132,Almost Human,IFC,"$8,447",2014
12133,The Institute,Argo.,"$8,445",2013
12134,Hello Herman,Free,"$8,437",2013
12135,Red Hollywood,CGld,"$8,426",2014
12136,Love is in the Air,Focus,"$8,425",2014
12137,Glastonbury,Think,"$8,419",2007
12138,Dreams of a Life,Strand,"$8,405",2012
12139,The Happy Sad,THS,"$8,395",2013
12140,Downloaded,Abr.,"$8,377",2013
12141,The Rising Place,Flat,"$8,360",2002
12142,Stealing America: Vote by Vote,Drct.,"$8,350",2008
12143,A Teacher,Osci.,"$8,348",2013
12144,Summer in Berlin,DSt.,"$8,340",2007
12145,Ill Gotten Gains,Spat,"$8,329",1998
12146,Winter of Frozen Dreams,Mont.,"$8,321",2009
12147,Life of Riley,KL,"$8,313",2014
12148,Grace (2009),Anch.,"$8,297",2009
12149,Yonkers Joe,Magn.,"$8,286",2009
12150,Aliyah,FM,"$8,253",2013
12151,Empty Hours,Strand,"$8,244",2014
12152,Korkoro,Lorb.,"$8,242",2011
12153,The Innocent Sleep,Castle,"$8,225",1997
12154,My Brother's Wedding (re-issue),Mile.,"$8,217",2007
12155,Gladiators of Rome,VPD,"$8,201",2014
12156,Suspended Animation,FRun,"$8,169",2003
12157,Weirdsville,Magn.,"$8,161",2007
12158,Little Fish,First,"$8,148",2006
12159,Argento's Dracula 3D,IFC,"$8,139",2013
12160,Twist of Faith,AL,"$8,129",2005
12161,Loren Cass,Kino,"$8,125",2009
12162,What's In a Name?,UTMW,"$8,111",2013
12163,The Intended,IFC,"$8,106",2004
12164,Restless City,AFFRM,"$8,100",2012
12165,La Maison De La Radio,KL,"$8,095",2013
12166,Next Year Jerusalem,FRun,"$8,093",2014
12167,Pawn Shop Chronicles,Anch.,"$8,088",2013
12168,Games of Love and Chance (L'Esquive),NYer,"$8,085",2005
12169,In the Mirror of Maya Deren,Zeit.,"$8,077",2003
12170,Spinning Into Butter,Scre.,"$8,064",2009
12171,Canopy,Mont.,"$8,055",2014
12172,I Sell the Dead,IFC,"$8,050",2009
12173,16 Years of Alcohol,Tar.,"$8,046",2005
12174,Fall to Grace,Truly,"$8,043",2006
12175,No Turning Back,Inn.,"$8,042",2003
12176,Reunion,Abr.,"$8,030",2009
12177,The Iron Man,N/A,"$8,025",2007
12178,Wrecked,IFC,"$8,020",2011
12179,Occupation: Dreamland,Rum.,"$8,018",2005
12180,The Scoundrel's Wife,MFD,"$8,018",2003
12181,Scorched,Nev,"$8,000",2003
12182,Brothers in Trouble,FRun,"$8,000",1997
12183,All About Evil,PC,"$7,995",2010
12184,Paper Mask,Castle,"$7,991",1991
12185,Eleven Minutes,Reg.,"$7,986",2009
12186,Fanny,KL,"$7,964",2014
12187,Stolen (2010),IFC,"$7,943",2010
12188,A Decent Factory,Icar.,"$7,925",2005
12189,Mugabe and the White African,FRun,"$7,924",2010
12190,The Babymakers,MNE,"$7,889",2012
12191,Nothing Left to Fear,Anch.,"$7,886",2013
12192,Coastlines,IFC,"$7,883",2006
12193,Resident Alien,Grey,"$7,867",1991
12194,Rigor Mortis,WGUSA,"$7,865",2014
12195,Zenith,CP,"$7,862",2010
12196,The Prince of Central Park,Key.,"$7,838",2000
12197,Roadie (2012),Magn.,"$7,825",2012
12198,Photographic Memory,FRun,"$7,822",2012
12199,Archipelago,KL,"$7,791",2014
12200,Faith Connections,KL,"$7,772",2014
12201,Zerophilia,Micro.,"$7,763",2006
12202,Kill Your Idols,Palm,"$7,753",2006
12203,And While We Were Here,WGUSA,"$7,750",2013
12204,Come Back to Me,Free,"$7,744",2014
12205,A Walk to Beautiful,Engel,"$7,718",2008
12206,The Man of My Life,Strand,"$7,704",2007
12207,With All Deliberate Speed,Emp.,"$7,690",2004
12208,Space Rage,Gar.,"$7,689",1986
12209,The Last of the High Kings,Mira.,"$7,682",1998
12210,Iceman (2014),WGUSA,"$7,679",2014
12211,El Sueno del Regreso,Aloha,"$7,668",2006
12212,The Whore's Son,Pict.,"$7,656",2006
12213,Masai: The Rain Warriors,Artma,"$7,650",2006
12214,Last Days Here,IFC,"$7,643",2012
12215,Jazz in the Diamond District,Truly,"$7,634",2009
12216,King of Devil's Island,FM,"$7,615",2011
12217,A Business Affair,Castle,"$7,556",1995
12218,Tales from the Script,FRun,"$7,535",2010
12219,Girls Against Boys,Anch.,"$7,529",2013
12220,loudQUIETloud: A Film About The Pixies,Roxie,"$7,506",2006
12221,Disappearances,Truly,"$7,506",2007
12222,Stray Dogs,CGld,"$7,496",2014
12223,Brooklyn Brothers Beat the Best,Osci.,"$7,466",2012
12224,Udaan,UTV,"$7,461",2010
12225,The Cult of the Suicide Bomber,DCo.,"$7,451",2006
12226,The Little Bedroom,Libre,"$7,440",2014
12227,Bel Borba Aqui,PDA,"$7,426",2012
12228,The Dogwalker (2002),Outr.,"$7,420",2002
12229,Price Check,IFC,"$7,413",2012
12230,Waiting for Happiness,NYer,"$7,406",2003
12231,Allegro,ICir,"$7,404",2007
12232,The Giant Mechanical Man,Trib.,"$7,396",2012
12233,Silent Waters,FRun,"$7,384",2004
12234,The Thorn in the Heart,Osci.,"$7,376",2010
12235,Desperate Acts of Magic,GCF,"$7,373",2013
12236,Gendernauts,FRun,"$7,358",2000
12237,Sparkler,Strand,"$7,326",1999
12238,Eden Lake,TRR,"$7,321",2008
12239,A Piece of Eden,FAc,"$7,296",2000
12240,Gangster's Paradise: Jerusalema,Anch.,"$7,294",2010
12241,Group,AL,"$7,281",2002
12242,Casting About,Kino,"$7,279",2007
12243,Century,IRS,"$7,271",1994
12244,Too Outrageous Animation,EXPe,"$7,241",1995
12245,Wake,Ech.,"$7,212",2004
12246,I Am Ali,Focus,"$7,205",2014
12247,Special,Magn.,"$7,202",2008
12248,London River,Libre,"$7,200",2011
12249,Happiness Runs,Strand,"$7,199",2010
12250,Kettle of Fish,Aloha,"$7,196",2006
12251,Actress (2014),CGld,"$7,170",2014
12252,Saint of 9/11,IFC,"$7,137",2006
12253,Logan,RB,"$7,137",2010
12254,Electric Shadows,FRun,"$7,129",2005
12255,"Sorry, Haters",IFC,"$7,129",2006
12256,Mendy - A Question of Faith,Andes,"$7,123",2006
12257,A Perfect Man,IFC,"$7,117",2013
12258,Midnight Eagle,Strand,"$7,116",2007
12259,Domain (2012),Strand,"$7,105",2012
12260,Stage Fright (2014),Magn.,"$7,078",2014
12261,Quantum Hoops,GFor.,"$7,075",2007
12262,Good Neighbors,Magn.,"$7,072",2011
12263,Plot for Peace,N/A,"$7,051",2014
12264,The Method (El Metodo),Palm,"$7,017",2007
12265,ABCs of Death 2,Magn.,"$7,016",2014
12266,The Hawk Is Dying,Strand,"$7,006",2007
12267,Corman's World,Anch.,"$7,000",2011
12268,Aristide and Endless Revolution,FRun,"$6,998",2005
12269,The Brass Teapot,Magn.,"$6,997",2013
12270,Daybreak,NM,"$6,995",2005
12271,Camden 28,FRun,"$6,983",2007
12272,The Killing of John Lennon,IFC,"$6,975",2008
12273,Fathers & Sons,Paci.,"$6,960",1992
12274,I Stand Alone,Strand,"$6,955",1999
12275,Anamorph,IFC,"$6,950",2008
12276,"Love, Marilyn",SD,"$6,950",2012
12277,Finding Mr. Right,CL,"$6,945",2013
12278,Los Angeles Plays Itself,B/F,"$6,945",2004
12279,The Jew in the Lotus,Blin,"$6,940",1998
12280,Very Good Girls,WGUSA,"$6,940",2014
12281,Assaulted: Civil Rights Under Fire,HTR,"$6,905",2013
12282,Black Irish,ReelD,"$6,900",2007
12283,Misconceptions,Reg.,"$6,892",2010
12284,The Strange Color of Your Body's Tears,Strand,"$6,888",2014
12285,Sal,Trib.,"$6,883",2013
12286,The Human Scale,KS,"$6,878",2013
12287,Speaking in Strings,7Art,"$6,859",1999
12288,Last Ride,MBox,"$6,853",2012
12289,My Piece of the Pie,IFC,"$6,850",2011
12290,Pursuit of Happiness,TMG,"$6,850",2003
12291,Janie Jones,Trib.,"$6,840",2011
12292,The Mutant Chronicles,Magn.,"$6,820",2009
12293,"No God, No Master",Mont.,"$6,796",2014
12294,Operation Homecoming,Docu.,"$6,795",2007
12295,Blood of His Own,Toz.,"$6,792",1998
12296,Finding Bliss,P4,"$6,783",2010
12297,Mercy (2010),IFC,"$6,780",2010
12298,Buddha Heads,Path.,"$6,739",2002
12299,Before You Know It,TFC,"$6,717",2014
12300,Paradise: Hope,Strand,"$6,701",2013
12301,London to Brighton,OutF,"$6,700",2008
12302,Will You Still Love Me Tomorrow,FM,"$6,694",2014
12303,Regina Spektor: Live In London,CP,"$6,684",2010
12304,The Skeptic,IFC,"$6,671",2009
12305,DarkBlueAlmostBlack,Strand,"$6,646",2007
12306,20 Centimeters,TLA,"$6,635",2006
12307,Breakfast with Curtis,Abr.,"$6,629",2013
12308,Skid Row,Scre.,"$6,627",2007
12309,Take,LibE,"$6,627",2008
12310,Sweet Country,PEC,"$6,614",1987
12311,Brief Reunion,SE,"$6,601",2013
12312,Aatsinki: The Story of Arctic Cowboys,Argo.,"$6,601",2014
12313,One Piece Movie: The Desert Princess and the Pirates Adventures in Alabasta,BPic,"$6,587",2008
12314,Down the Shore,Anch.,"$6,558",2013
12315,Master of the Game,Sun.,"$6,554",2004
12316,Life of a King,MNE,"$6,547",2014
12317,In Our Nature,Cdgm.,"$6,543",2012
12318,Pretty Ugly People,Osiris,"$6,537",2009
12319,Dream Boy,Reg.,"$6,534",2010
12320,The Aggressives,7Art,"$6,533",2005
12321,We Go Way Back,Cyan,"$6,529",2006
12322,Bloody Angels,USA,"$6,509",2001
12323,Paradise: Faith,Strand,"$6,508",2013
12324,Jews of Egypt,Artma,"$6,505",2014
12325,The Last Place on Earth,Pan.,"$6,505",2004
12326,Windfall,FRun,"$6,504",2012
12327,Revenge of the Mekons,MBox,"$6,487",2014
12328,The Beat Hotel,FRun,"$6,480",2012
12329,"Magdalena, The Unholy Saint",Unco,"$6,470",2005
12330,"Congo: White King, Red Rubber, Black Death",Artma,"$6,458",2005
12331,Beyond Honor,ICir,"$6,437",2006
12332,Ek Vivah Aisa Bhi,Eros,"$6,437",2008
12333,Blonde Ambition,First,"$6,422",2007
12334,Some Velvet Morning,Trib.,"$6,420",2013
12335,Dead Man's Shoes,Magn.,"$6,408",2006
12336,Ten 'til Noon,RadL,"$6,404",2007
12337,The Adventurer: The Curse of the Midas Box,TFA,"$6,399",2014
12338,Night and Day (1992),ICir,"$6,397",1992
12339,100 Bloody Acres,DR,"$6,388",2013
12340,Dreamland,Truly,"$6,383",2006
12341,I Melt With You,Magn.,"$6,361",2011
12342,Inescapable,IFC,"$6,334",2013
12343,Chillar Party,UTV,"$6,330",2011
12344,Watercolors,Reg.,"$6,305",2010
12345,My Joy,KL,"$6,298",2011
12346,Solitude,Indic.,"$6,260",2005
12347,Tonight You're Mine,RAtt.,"$6,255",2012
12348,Blue Gate Crossing,Strand,"$6,242",2003
12349,All My Loved Ones,N.Arts,"$6,237",2002
12350,Tarantella,Tara,"$6,235",1996
12351,By the Sword,Hns.,"$6,220",1993
12352,Touch the Wall,TTW,"$6,200",2014
12353,The Red Chapel,Lorb.,"$6,196",2010
12354,Times and Winds,Kino,"$6,176",2008
12355,The Phantom of Liberte (Re-issue),Rialto,"$6,172",2002
12356,Not Bad for a Girl,Hor.,"$6,152",1996
12357,Sweetwater,N/A,"$6,147",2013
12358,Crazy Eyes,Strand,"$6,141",2012
12359,It's All About Love,Strand,"$6,140",2004
12360,Guitar Innovators: John Fahey & Nels Cline,FRun,"$6,132",2013
12361,The Missing Link,Uni.,"$6,127",1988
12362,"El Sicario, Room 164",Icar.,"$6,123",2011
12363,Scottsboro: An American Tragedy,SMP,"$6,123",2001
12364,Welcome to Pine Hill,Osci.,"$6,115",2013
12365,Rangrezz,UTV,"$6,108",2013
12366,The Last Fall,TFO,"$6,100",2012
12367,The Last Time I Saw Macao,CGld,"$6,095",2013
12368,The Calling,Test.,"$6,092",2003
12369,Ted Bundy,Tar.,"$6,073",2002
12370,The Miners' Hymns,Icar.,"$6,051",2012
12371,Love and Air Sex,Trib.,"$6,047",2014
12372,Gringo Trails,Icar.,"$6,044",2014
12373,The Family Tree,EOne,"$6,035",2011
12374,Love Object,Vita.,"$6,028",2004
12375,Tekkon Kinkreet,SPHE,"$6,000",2007
12376,Las Acacias,OutF,"$6,000",2012
12377,The Bride & The Grooms,Smb.,"$5,995",2009
12378,BearCity,TLA,"$5,980",2010
12379,The Playroom,Free,"$5,964",2013
12380,Cavemen,WGUSA,"$5,948",2014
12381,American Animal,Scre.,"$5,928",2012
12382,Waiting for Dublin,Libre,"$5,925",2009
12383,Sweethearts of the Prison Rodeo,CP,"$5,922",2010
12384,Gang of Ghosts,Eros,"$5,906",2014
12385,The Vagrant,MGM,"$5,900",1992
12386,The Strange Little Cat,KS,"$5,885",2014
12387,The Imperialists Are Still Alive!,IFC,"$5,874",2011
12388,A Bottle in the Gaza Sea,FM,"$5,872",2013
12389,Let It Come Down: The Life of Paul Bowles,Zeit.,"$5,869",1999
12390,December,IRS,"$5,868",1991
12391,Buzzkill,Indic.,"$5,860",2012
12392,Gaudi Afternoon,Cn4,"$5,858",2003
